,STATION ID,TIME,AVAILABLE BIKES
23203,21,2020-01-03 16:40:02,30
23204,21,2020-01-03 16:45:02,30
23205,21,2020-01-03 16:50:02,30
23206,21,2020-01-03 16:55:02,29
23207,21,2020-01-03 17:00:02,28
23208,21,2020-01-03 17:05:02,29
23209,21,2020-01-03 17:10:02,27
23210,21,2020-01-03 17:15:02,26
23211,21,2020-01-03 17:20:02,25
23212,21,2020-01-03 17:25:02,25
23213,21,2020-01-03 17:30:02,25
23214,21,2020-01-03 17:35:02,25
23215,21,2020-01-03 17:40:02,27
23216,21,2020-01-03 17:45:02,27
23217,21,2020-01-03 17:50:02,27
23218,21,2020-01-03 17:55:02,27
23219,21,2020-01-03 18:00:02,26
23220,21,2020-01-03 18:05:02,24
23221,21,2020-01-03 18:10:02,23
23222,21,2020-01-03 18:15:02,23
23223,21,2020-01-03 18:20:02,23
23224,21,2020-01-03 18:25:02,23
23225,21,2020-01-03 18:30:02,23
23226,21,2020-01-03 18:35:02,23
23227,21,2020-01-03 18:40:02,23
23228,21,2020-01-03 18:45:02,21
23229,21,2020-01-03 18:50:02,21
23230,21,2020-01-03 18:55:02,21
23231,21,2020-01-03 19:00:02,21
23232,21,2020-01-03 19:05:02,21
23233,21,2020-01-03 19:10:02,21
23234,21,2020-01-03 19:15:02,23
23235,21,2020-01-03 19:20:02,23
23236,21,2020-01-03 19:25:02,23
23237,21,2020-01-03 19:30:02,23
23238,21,2020-01-03 19:35:02,25
23239,21,2020-01-03 19:40:02,25
23240,21,2020-01-03 19:45:02,25
23241,21,2020-01-03 19:50:02,25
23242,21,2020-01-03 19:55:02,25
23243,21,2020-01-03 20:00:02,25
23244,21,2020-01-03 20:05:02,24
23245,21,2020-01-03 20:10:02,24
23246,21,2020-01-03 20:15:02,24
23247,21,2020-01-03 20:20:02,23
23248,21,2020-01-03 20:25:02,24
23249,21,2020-01-03 20:30:02,24
23250,21,2020-01-03 20:35:02,22
23251,21,2020-01-03 20:40:02,22
23252,21,2020-01-03 20:45:02,22
23253,21,2020-01-03 20:50:02,21
23254,21,2020-01-03 20:55:02,21
23255,21,2020-01-03 21:00:02,21
23256,21,2020-01-03 21:05:02,19
23257,21,2020-01-03 21:10:02,19
23258,21,2020-01-03 21:15:02,19
23259,21,2020-01-03 21:20:02,19
23260,21,2020-01-03 21:25:02,19
23261,21,2020-01-03 21:30:02,1
23262,21,2020-01-03 21:35:02,1
23263,21,2020-01-03 21:40:03,1
23264,21,2020-01-03 21:45:02,1
23265,21,2020-01-03 21:50:02,0
23266,21,2020-01-03 21:55:02,0
23267,21,2020-01-03 22:00:02,0
23268,21,2020-01-03 22:05:02,0
23269,21,2020-01-03 22:10:02,0
23270,21,2020-01-03 22:15:02,0
23271,21,2020-01-03 22:20:02,0
23272,21,2020-01-03 22:25:02,0
23273,21,2020-01-03 22:30:02,0
23274,21,2020-01-03 22:35:02,0
23275,21,2020-01-03 22:40:02,0
23276,21,2020-01-03 22:45:02,0
23277,21,2020-01-03 22:50:02,0
23278,21,2020-01-03 22:55:02,0
23279,21,2020-01-03 23:00:02,0
23280,21,2020-01-03 23:05:02,0
23281,21,2020-01-03 23:10:02,0
23282,21,2020-01-03 23:15:02,0
23283,21,2020-01-03 23:20:02,0
23284,21,2020-01-03 23:25:02,0
23285,21,2020-01-03 23:30:02,0
23286,21,2020-01-03 23:35:02,0
23287,21,2020-01-03 23:40:02,0
23288,21,2020-01-03 23:45:02,0
23289,21,2020-01-03 23:50:02,0
23290,21,2020-01-03 23:55:02,0
49481,21,2020-01-04 00:00:02,0
49482,21,2020-01-04 00:05:02,0
49483,21,2020-01-04 00:10:02,0
49484,21,2020-01-04 00:15:02,0
49485,21,2020-01-04 00:20:02,0
49486,21,2020-01-04 00:25:02,0
49487,21,2020-01-04 00:30:02,0
49488,21,2020-01-04 00:35:02,0
49489,21,2020-01-04 00:40:02,0
49490,21,2020-01-04 00:45:02,0
49491,21,2020-01-04 00:50:04,0
49492,21,2020-01-04 00:55:02,0
49493,21,2020-01-04 01:00:02,0
49494,21,2020-01-04 01:05:02,0
49495,21,2020-01-04 01:10:02,0
49496,21,2020-01-04 01:15:02,0
49497,21,2020-01-04 01:20:02,0
49498,21,2020-01-04 01:25:02,0
49499,21,2020-01-04 01:30:02,0
49500,21,2020-01-04 01:35:02,0
49501,21,2020-01-04 01:40:02,0
54991,21,2020-01-05 06:25:02,0
54992,21,2020-01-05 06:30:02,0
54993,21,2020-01-05 06:35:02,0
54994,21,2020-01-05 06:40:02,0
54995,21,2020-01-05 06:45:02,0
54996,21,2020-01-05 06:50:02,0
54997,21,2020-01-05 06:55:02,0
54998,21,2020-01-05 07:00:02,0
54999,21,2020-01-05 07:05:02,0
55000,21,2020-01-05 07:10:02,1
55001,21,2020-01-05 07:15:02,0
55002,21,2020-01-05 07:20:02,0
55003,21,2020-01-05 07:25:02,0
55004,21,2020-01-05 07:30:02,0
55005,21,2020-01-05 07:35:02,0
55006,21,2020-01-05 07:40:02,0
55007,21,2020-01-05 07:45:02,0
55008,21,2020-01-05 07:50:02,0
55009,21,2020-01-05 07:55:02,0
55010,21,2020-01-05 08:00:03,0
55011,21,2020-01-05 08:05:02,0
55012,21,2020-01-05 08:10:02,0
55013,21,2020-01-05 08:15:02,0
55014,21,2020-01-05 08:20:02,0
55015,21,2020-01-05 08:25:02,0
55016,21,2020-01-05 08:30:02,0
55017,21,2020-01-05 08:35:02,0
55018,21,2020-01-05 08:40:02,0
55019,21,2020-01-05 08:45:02,0
55020,21,2020-01-05 08:50:02,0
55021,21,2020-01-05 08:55:02,0
55022,21,2020-01-05 09:00:02,0
55023,21,2020-01-05 09:05:02,0
55024,21,2020-01-05 09:10:02,0
55025,21,2020-01-05 09:15:02,0
55026,21,2020-01-05 09:20:02,0
55027,21,2020-01-05 09:25:02,0
55028,21,2020-01-05 09:30:02,0
55029,21,2020-01-05 09:35:02,0
55030,21,2020-01-05 09:40:02,0
55031,21,2020-01-05 09:45:02,0
55032,21,2020-01-05 09:50:02,0
55033,21,2020-01-05 09:55:02,1
55034,21,2020-01-05 10:00:02,1
55035,21,2020-01-05 10:05:02,2
55036,21,2020-01-05 10:10:02,2
55037,21,2020-01-05 10:15:02,2
55038,21,2020-01-05 10:20:02,2
55039,21,2020-01-05 10:25:02,2
55040,21,2020-01-05 10:30:03,2
55041,21,2020-01-05 10:35:02,1
55042,21,2020-01-05 10:40:02,3
55043,21,2020-01-05 10:45:02,3
55044,21,2020-01-05 10:50:02,4
55045,21,2020-01-05 10:55:02,4
55046,21,2020-01-05 11:00:03,4
55047,21,2020-01-05 11:05:02,4
55048,21,2020-01-05 11:10:02,4
55049,21,2020-01-05 11:15:02,4
55050,21,2020-01-05 11:20:02,5
55051,21,2020-01-05 11:25:02,6
55052,21,2020-01-05 11:30:02,6
55053,21,2020-01-05 11:35:02,6
55054,21,2020-01-05 11:40:02,6
55055,21,2020-01-05 11:45:02,8
55056,21,2020-01-05 11:50:02,9
55057,21,2020-01-05 11:55:02,10
55058,21,2020-01-05 12:00:02,11
55059,21,2020-01-05 12:05:02,11
55060,21,2020-01-05 12:10:02,11
55061,21,2020-01-05 12:15:02,11
55062,21,2020-01-05 12:20:02,11
55063,21,2020-01-05 12:25:02,10
55064,21,2020-01-05 12:30:02,10
55065,21,2020-01-05 12:35:02,10
55066,21,2020-01-05 12:40:02,10
55067,21,2020-01-05 12:45:02,10
55068,21,2020-01-05 12:50:02,10
55069,21,2020-01-05 12:55:02,10
55070,21,2020-01-05 13:00:02,10
55071,21,2020-01-05 13:05:02,10
55072,21,2020-01-05 13:10:02,10
55073,21,2020-01-05 13:15:02,10
55074,21,2020-01-05 13:20:02,11
55075,21,2020-01-05 13:25:02,12
55076,21,2020-01-05 13:30:02,12
55077,21,2020-01-05 13:35:02,12
55078,21,2020-01-05 13:40:02,11
55079,21,2020-01-05 13:45:02,9
55080,21,2020-01-05 13:50:02,9
55081,21,2020-01-05 13:55:02,9
55082,21,2020-01-05 14:00:02,9
55083,21,2020-01-05 14:05:02,9
55084,21,2020-01-05 14:10:02,10
55085,21,2020-01-05 14:15:02,10
55086,21,2020-01-05 14:20:02,11
55087,21,2020-01-05 14:25:02,11
55088,21,2020-01-05 14:30:02,12
55089,21,2020-01-05 14:35:02,14
55090,21,2020-01-05 14:40:02,14
55091,21,2020-01-05 14:45:02,14
55092,21,2020-01-05 14:50:02,15
55093,21,2020-01-05 14:55:02,14
55094,21,2020-01-05 15:00:02,14
55095,21,2020-01-05 15:05:03,14
55096,21,2020-01-05 15:10:02,13
55097,21,2020-01-05 15:15:02,13
55098,21,2020-01-05 15:20:02,13
55099,21,2020-01-05 15:25:02,13
55100,21,2020-01-05 15:30:02,13
55101,21,2020-01-05 15:35:02,13
55102,21,2020-01-05 15:40:02,12
55103,21,2020-01-05 15:45:02,12
55104,21,2020-01-05 15:50:02,12
55105,21,2020-01-05 15:55:02,12
55106,21,2020-01-05 16:00:02,11
55107,21,2020-01-05 16:05:02,11
55108,21,2020-01-05 16:10:02,11
55109,21,2020-01-05 16:15:02,10
55110,21,2020-01-05 16:20:02,8
55111,21,2020-01-05 16:25:02,8
55112,21,2020-01-05 16:30:02,7
55113,21,2020-01-05 16:35:02,9
55114,21,2020-01-05 16:40:02,9
55115,21,2020-01-05 16:45:02,9
55116,21,2020-01-05 16:50:02,9
55117,21,2020-01-05 16:55:02,9
55118,21,2020-01-05 17:00:02,9
55119,21,2020-01-05 17:05:02,9
55120,21,2020-01-05 17:10:02,9
55121,21,2020-01-05 17:15:02,8
55122,21,2020-01-05 17:20:02,8
55123,21,2020-01-05 17:25:02,8
55124,21,2020-01-05 17:30:02,8
55125,21,2020-01-05 17:35:02,8
55126,21,2020-01-05 17:40:02,7
55127,21,2020-01-05 17:45:02,7
55128,21,2020-01-05 17:50:02,10
55129,21,2020-01-05 17:55:02,10
55130,21,2020-01-05 18:00:02,10
55131,21,2020-01-05 18:05:02,10
55132,21,2020-01-05 18:10:02,10
55133,21,2020-01-05 18:15:02,10
55134,21,2020-01-05 18:20:02,9
55135,21,2020-01-05 18:25:02,9
55136,21,2020-01-05 18:30:02,9
55137,21,2020-01-05 18:35:02,8
55138,21,2020-01-05 18:40:02,7
55139,21,2020-01-05 18:45:02,6
55140,21,2020-01-05 18:50:02,5
55141,21,2020-01-05 18:55:02,3
55142,21,2020-01-05 19:00:02,3
55143,21,2020-01-05 19:05:02,3
55144,21,2020-01-05 19:10:02,2
55145,21,2020-01-05 19:15:02,2
55146,21,2020-01-05 19:20:02,2
55147,21,2020-01-05 19:25:02,2
55148,21,2020-01-05 19:30:02,2
55149,21,2020-01-05 19:35:02,1
55150,21,2020-01-05 19:40:02,1
55151,21,2020-01-05 19:45:02,1
55152,21,2020-01-05 19:50:02,1
55153,21,2020-01-05 19:55:02,1
55154,21,2020-01-05 20:00:02,1
55155,21,2020-01-05 20:05:02,1
55156,21,2020-01-05 20:10:02,1
55157,21,2020-01-05 20:15:02,1
55158,21,2020-01-05 20:20:02,1
55159,21,2020-01-05 20:25:02,1
55160,21,2020-01-05 20:30:02,1
55161,21,2020-01-05 20:35:02,1
55162,21,2020-01-05 20:40:02,1
55163,21,2020-01-05 20:45:02,1
55164,21,2020-01-05 20:50:02,0
55165,21,2020-01-05 20:55:02,0
55166,21,2020-01-05 21:00:02,0
55167,21,2020-01-05 21:05:02,0
55168,21,2020-01-05 21:10:02,0
55169,21,2020-01-05 21:15:02,0
55170,21,2020-01-05 21:20:02,0
55171,21,2020-01-05 21:25:02,0
55172,21,2020-01-05 21:30:02,0
55173,21,2020-01-05 21:35:02,0
55174,21,2020-01-05 21:40:03,0
55175,21,2020-01-05 21:45:02,0
55176,21,2020-01-05 21:50:02,0
55177,21,2020-01-05 21:55:02,0
55178,21,2020-01-05 22:00:02,0
55179,21,2020-01-05 22:05:02,0
55180,21,2020-01-05 22:10:02,0
55181,21,2020-01-05 22:15:02,0
55182,21,2020-01-05 22:20:02,0
55183,21,2020-01-05 22:25:03,0
55184,21,2020-01-05 22:30:02,0
55185,21,2020-01-05 22:35:02,0
55186,21,2020-01-05 22:40:02,0
55187,21,2020-01-05 22:45:02,0
55188,21,2020-01-05 22:50:02,0
55189,21,2020-01-05 22:55:02,0
55190,21,2020-01-05 23:00:02,0
55191,21,2020-01-05 23:05:02,0
55192,21,2020-01-05 23:10:02,0
55193,21,2020-01-05 23:15:02,1
55194,21,2020-01-05 23:20:02,1
55195,21,2020-01-05 23:25:02,1
55196,21,2020-01-05 23:30:02,1
55197,21,2020-01-05 23:35:02,1
55198,21,2020-01-05 23:40:02,2
55199,21,2020-01-05 23:45:02,2
55200,21,2020-01-05 23:50:02,2
55201,21,2020-01-05 23:55:02,1
74272,21,2020-01-06 00:00:03,1
74273,21,2020-01-06 00:05:02,2
74274,21,2020-01-06 00:10:02,3
74275,21,2020-01-06 00:15:02,3
79571,21,2020-01-13 00:05:27,12
79572,21,2020-01-13 00:10:02,12
79573,21,2020-01-13 00:15:02,12
79574,21,2020-01-13 00:20:02,12
79575,21,2020-01-13 00:25:02,12
79576,21,2020-01-13 00:30:02,12
79577,21,2020-01-13 00:35:02,12
